transcript_id;mi_quality;topic;utterance_id;interlocutor_new;utterance_text_gemini;;;;;;;;;;;;;;;;;;;;;;;;
80;high;smoking cessation;31;Client;Talking to you really helps too, having someone to discuss this with.;;;;;;;;;;;;;;;;;;;;;;;;
80;high;smoking cessation;32;Therapist;I'm glad I can be of assistance.  Given your goals and the progress you've made, when would be a good time for us to meet again?;;;;;;;;;;;;;;;;;;;;;;;;
80;high;smoking cessation;33;Client;I'd like to come back in a week. This is all new, and a week feels manageable.;;;;;;;;;;;;;;;;;;;;;;;;
80;high;smoking cessation;34;Therapist;Absolutely. Okay. We'll see you in a week then.;;;;;;;;;;;;;;;;;;;;;;;;
80;high;smoking cessation;35;Client;Yes, thank you, doctor.;;;;;;;;;;;;;;;;;;;;;;;;
80;high;smoking cessation;36;Therapist;You're welcome, Jean.  See you next week.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;0;Therapist;It sounds like you've been experiencing some significant changes recently.  Can you tell me a bit more about what's been happening?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;1;Client;Okay. I guess I've been getting bigger.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;2;Therapist;That sounds like a big shift.  Can you tell me more about what that's been like for you?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;3;Client;Uh, scary I guess.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;4;Therapist;So, if I'm understanding correctly, you're feeling a bit uneasy about these changes in your body?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;5;Client;Yeah. I-I know there's something in there, I just don't know much about him.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;6;Therapist;It sounds like you're curious but also maybe a little apprehensive about what's happening. Is that fair?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;7;Client;Yes.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;8;Therapist;I understand you mentioned seeing a doctor.  You haven't made the call yet, is that right?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;9;Client;Yes. It seems overwhelming to me.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;10;Therapist;Overwhelming in what way?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;11;Client;Well, I hate making phone calls, and I know I need to fill out all this paperwork. I don't know how to get there, and I hate needles.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;12;Therapist;So it sounds like a few things are contributing to this feeling of being overwhelmed: the phone call itself, the paperwork, transportation, and also your discomfort with medical procedures involving needles. Is that a good summary?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;13;Client;Yes.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;14;Therapist;It's completely understandable to feel that way.  It takes courage to face these kinds of challenges.  Let's break this down a bit. Which of these feels like the biggest hurdle right now?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;15;Client;Probably the phone call.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;16;Therapist;Okay.  Would you be open to exploring some ways we could make that phone call feel a little less daunting?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;17;Client;Maybe.  I don't know.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;18;Therapist;No pressure at all.  Just thinking out loud here, we could practice the call together, or maybe even look up the number and have it ready so it's one less thing to worry about. What do you think about that?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;19;Client;That might help.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;20;Therapist;Great. We can also brainstorm some ideas about transportation and how to manage the paperwork later.  And regarding the needles, we can discuss some strategies for coping with that anxiety as well. How does that sound?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;21;Client;Okay.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;22;Therapist;So, it seems like you're taking a step towards addressing this.  What feels like the next small step you'd be willing to take?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;23;Client;Maybe looking up the number.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;24;Therapist;That sounds like a great first step.  Would you like to do that now, or would you prefer to think about it a bit more?;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;25;Client;Maybe now.;;;;;;;;;;;;;;;;;;;;;;;;
81;high;adhering to medical procedure;26;Therapist;Okay, let's do it together.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;0;Interlocutor;Utterance_text;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;1;Therapist;Welcome. It's good to connect with you today.  We're going to talk about your alcohol use and contraception.  Is that okay with you?;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;2;Client;Yes, that's fine.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;3;Therapist;Great.  To help us understand where you're at, we'll use a scale of 1 to 10. One means 'not at all important' or 'not at all confident,' and ten means 'extremely important' or 'extremely confident.'  First, how important is it to you right now to reduce your drinking to lower-risk levels?;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;4;Client;I'd say about an eight.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;5;Therapist;An eight. That shows it's definitely a priority for you. Now, on that same scale, how confident are you right now that you can actually achieve that goal of drinking at lower-risk levels?;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;6;Client;Probably a four.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;7;Therapist;A four. Okay. So, it's quite important to you, but your confidence is a bit lower. That's perfectly understandable.  What are some things that give you *any* confidence at all, even if it's just a little bit, that you could make these changes?;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;8;Client;Well, I know I have a family history of alcoholism, and I really want to avoid that. That's a big motivator.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;9;Therapist;That's a very powerful reason.  It sounds like you're aware of the potential risks and are motivated to protect your health. What else contributes to your confidence, even at a four?;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;10;Client;I have a group of friends who don't drink much, and when I'm with them, it's much easier for me to not drink as much either.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;11;Therapist;That's fantastic.  Having supportive friends can make a huge difference. So, you have this awareness of the risks and a supportive social network. Anything else that comes to mind?;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;12;Client;Not really, I guess.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;13;Therapist;That's perfectly fine. Now, let's shift gears a bit and talk about contraception.  How important is it to you to use effective contraception consistently every time you have sex to prevent pregnancy?;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;14;Client;Also an eight, I'd say.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;15;Therapist;Another eight.  So, preventing pregnancy is clearly important to you as well.  And how confident are you that you can use effective contraception consistently and correctly?;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;16;Client;Probably a six.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;17;Therapist;A six.  So, a bit more confident than with the drinking, but still room for improvement.  What contributes to your confidence level here?;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;18;Client;I think if I drink less, I'll be more responsible with my birth control.  When I've had too much to drink, I'm less likely to use it.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;19;Therapist;That's a really insightful connection.  It sounds like you recognize that your alcohol use might be impacting your ability to use contraception effectively.  So, addressing your drinking could potentially have a positive ripple effect on other areas of your life.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;20;Client;Yeah, I think so.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;21;Therapist;It sounds like you're already doing a lot of the work here by recognizing the connection. So, given all of this, would you be open to exploring some strategies to help you reduce your alcohol consumption?;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;22;Client;Yes, I think that would be helpful.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;23;Therapist;Great. We can work together to develop a plan that fits your lifestyle and goals. We can also explore any additional information you might need. How does that sound?;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;24;Client;That sounds good.;;;;;;;;;;;;;;;;;;;;;;;;
82;high;reducing alcohol consumption;25;Therapist;Excellent. Let's start by…[continue with plan development];;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;0;Therapist;Hello, Rick. Welcome.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;1;Client;Kia ora.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;2;Therapist;Good to see you here. I see on your file that you're, uh...;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;3;Client;Yup. That's right.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;4;Therapist;What part of the... are you from?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;5;Client;I'm from down south.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;6;Therapist;Oh, okay.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;7;Client;Mm-hmm.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;8;Therapist;Right down the bottom? Down Bluff?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;9;Client;Yes sir. I'm from Invercargill just short of Bluff. All my family is still down there.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;10;Therapist;Oh, are they? So you were born down there and-;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;11;Client;Mm-hmm.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;12;Therapist;raised down there?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;13;Client;Mm-hmm. Country boy.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;14;Therapist;Country boy. Been up in Christchurch how long?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;15;Client;I've been up here since I was 18.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;16;Therapist;Oh, so you've been here a while?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;17;Client;Just a little while. Yeah.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;18;Therapist;Oh good. You got family out here?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;19;Client;Uh, just my own.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;20;Therapist;Just your own family here. Well, Rick, I'm sort of, uh, interested in that, you know, you and I are gonna be doing some work together for a while. I'm sort of wondering what sort of thoughts you'd be having on your way here today.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;21;Client;Um, I was thinking about what you might ask me, what I would say. I'm thinking about my kids, thinking about having to take a day off work.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;22;Therapist;Right.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;23;Client;It's a bit of a pain.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;24;Therapist;Okay. I see you've had some experience with, uh, coming to prevention services before.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;25;Client;Mm-hmm.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;26;Therapist;What's that been like for you in the past?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;27;Client;Uh, it's been okay. Um, it hasn't been bad.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;28;Therapist;Right.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;29;Client;I don't know. Kind of nothing, really.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;30;Therapist;Okay.  Sounds like maybe not as helpful as you'd hoped.  Similar sort of situation this time that's brought you back?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;31;Client;Yeah.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;32;Therapist;One of the things I've noticed, Rick, is that a lot of guys don't even make it through the door. You're here. What does that tell you about you?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;33;Client;Um, I hope that it says that I want to, um, make some changes.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;34;Therapist;Yeah.  Wanting to make changes is a big step.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;35;Client;Mm-hmm.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;36;Therapist;Is that different from how you felt when you came in before?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;37;Client;Yeah.  I mean, I still had to walk through those doors, so...;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;38;Therapist;Yeah.  It takes courage.  And what's driving that desire to change now?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;39;Client;I just think about my kids, you know.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;40;Therapist;Yeah. They're really important to you?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;41;Client;Yeah.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;42;Therapist;Yeah. And do you have your kids with you full-time or-;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;43;Client;No. No, I don't. I see them, um, once a fortnight.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;44;Therapist;Okay. And what's that like for you?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;45;Client;It sucks.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;46;Therapist;Mm-hmm.  I can imagine.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;47;Client;Yeah.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;48;Therapist;What would you really like to happen in terms of, uh, you and your children?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;49;Client;I just-- I'd love to be able to see them whenever I can, whenever I wanted to.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;50;Therapist;Yeah.  To have that flexibility and connection with them.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;51;Client;Yeah. You know. They're my whole world and I've messed things up.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;52;Therapist;Right.  It sounds like you're really aware of the impact this has had.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;53;Client;Yeah.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;54;Therapist;So, thinking about coming to see me, doing this work together, and then going on to do a program, how important is that gonna be for you and your children?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;55;Client;It's really important.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;56;Therapist;Mm-hmm.  On a scale of 1 to 100, 1 being not really important, 100 being absolutely crucial, where would you say this is for you right now?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;57;Client;It's, uh, um, it's hard because--because I'm, uh, I'm not a bad person. I've just done some stupid things, but I'm not a bad person.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;58;Therapist;Right. You see yourself as someone who's made mistakes, not as a bad person.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;59;Client;Yeah. In regards to my kids, I'd be 100 - 100%.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;60;Therapist;Right.  Absolutely vital when it comes to your kids.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;61;Client;If it means I can see my kids whenever I want.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;62;Therapist;Yeah.  So, imagine your kids were here now, hearing you say this is 100% for them. What do you think they'd be feeling?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;63;Client;Um, I-I-I'd hope that they'd be proud of me. I wouldn't want my kids to see me- to see me here though. But I- But I hope they would be proud of me.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;64;Therapist;Okay.  You'd hope they'd see you're making this effort for them.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;65;Client;'Cause I'm-- Yeah.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;66;Therapist;Good.  Is there anyone else in your family who would be really proud of you taking these steps?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;67;Client;Um, oh, my mom.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;68;Therapist;Yeah.  Is your mum still down south?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;69;Client;Yeah.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;70;Therapist;Yeah. Does she know that you're here today?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;71;Client;No.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;72;Therapist;So, how do you think she'd feel if she knew you were having this conversation today, that you're serious about making some changes?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;73;Client;Yeah, I am.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;74;Therapist;Yeah.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;75;Client;I just, um, I don't- don't know where to start. I don't know.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;76;Therapist;It sounds like starting the program feels like a good first step.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;77;Client;Yeah, I hope so. I-- So I genuinely want to, I genuinely want to do something to help myself. I don't deliberately mess things up for myself.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;78;Therapist;Yeah.  It sounds like you're ready to make a real effort this time.  We're going to be working together on this, and sometimes it can get tough.  A lot of guys, when things get difficult, they drop out.  What do you think about that?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;79;Client;No, this is important to me.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;80;Therapist;Right.  You're committed to seeing this through.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;81;Client;I have, um, I've-- it's important to me.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;82;Therapist;Good.  Now, one of the things that can really help is having support.  Who else in your life could you be accountable to while you're doing this program?  Think about your children, your mom, anyone else you interact with.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;83;Client;I, um, I'm separated at the moment from my partner, and-;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;84;Therapist;What was her name?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;85;Client;Uh, Kirsty.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;86;Therapist;Kirsty.  Would you like her to know you're doing this?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;87;Client;I would love for her to know that I'm doing this and for her to know that I mean it, but, um, I know she wouldn't care right now actually.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;88;Therapist;Right.  It sounds like things are difficult there at the moment. What about your employer?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;89;Client;Uh, yeah, I don't know. Maybe, but I don't know if I want them to know though.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;90;Therapist;Okay.  That's something we can explore later.  Any other family close by?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;91;Client;I'm pretty much by myself up here.;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;92;Therapist;Okay.  So, it sounds like you're feeling a bit isolated here. Your family is down south.  Who else could be a support for you on this journey?;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;93;Client;Um, I don't know. I don't, um, have that many people-;;;;;;;;;;;;;;;;;;;;;;;;
83;high;adhering to medical procedure;94;Therapist;Okay.  Rick, it sounds like you've got a lot on your mind, and you're really motivated to make some changes for yourself and your kids. We've talked about your goals, the importance of this for you, and the challenges you might face, including finding support. For our next session, I'd like you to think more about who could be part of your support network.  Even one or two people can make a big difference.  How does;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;0;Client;I just feel helpless about this whole deal.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;1;Therapist;It sounds like you're feeling overwhelmed and unsure of what to do next.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;2;Client;Mm. I just feel helpless about this whole deal.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;3;Therapist;It's understandable to feel that way when facing challenges.  Can you tell me more about what's making you feel helpless?;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;4;Client;No one wants to help me.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;5;Therapist;That sounds incredibly isolating. It must be difficult to feel like you're facing this alone.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;6;Client;No one wants to help me.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;7;Therapist;It seems like you're really longing for support right now. Is there anyone specific you were hoping would help?;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;8;Client;Mm-hmm. I really shouldn't have done it.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;9;Therapist;It sounds like you're regretting a decision you made.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;10;Client;Mm-hmm. I really shouldn't have done it.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;11;Therapist;It's common to have regrets. What's making you feel this way about it?;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;12;Client;Mm-hmm. I couldn't help myself.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;13;Therapist;It sounds like you felt powerless in that situation.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;14;Client;I couldn't help myself.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;15;Therapist;It takes courage to admit that.  Can you tell me more about what happened?;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;16;Client;It's actually been a fabulous week.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;17;Therapist;That's wonderful to hear! It sounds like things have been going well for you.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;18;Client;It's actually been a fabulous week.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;19;Therapist;What's contributed to making this such a positive week?;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;20;Client;Mm-hmm. I know who to hang out with, I'm not stupid.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;21;Therapist;It sounds like you're confident in your ability to make good choices about who you spend time with.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;22;Client;I know who to hang out with, I'm not stupid.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;23;Therapist;It's great that you recognize the importance of positive influences in your life.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;24;Client;Mm-hmm. I'm letting the whole family down. They had such high hopes for me.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;25;Therapist;It sounds like you're feeling a sense of disappointment and responsibility towards your family.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;26;Client;Mm-hmm. I'm letting my whole family down. They had such high hopes for me.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;27;Therapist;It's clear how much you care about your family and their expectations.  What makes you feel like you're letting them down?;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;28;Client;Mm-hmm. This is not what I want for my life.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;29;Therapist;It sounds like you have a clear vision of what you *do* want.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;30;Client;This is not what I want for my life.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;31;Therapist;That's a powerful realization.  What steps could you take to move closer to that vision?;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;32;Client;Mm-hmm. I really want to get off the program.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;33;Therapist;It sounds like you're eager to make some changes.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;34;Client;I really want to get off the program.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;35;Therapist;What makes you feel like leaving the program is the right step for you right now?;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;36;Client;Mm-hmm. I still crave smoking, even though I've stopped.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;37;Therapist;It sounds like you're still experiencing some challenges with cravings, even though you've quit smoking.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;38;Client;I still crave smoking, even though I've stopped.;;;;;;;;;;;;;;;;;;;;;;;;
86;high;reducing drug use;39;Therapist;That's a common experience.  It takes a lot of strength to resist those urges.  What's helping you to stay strong?;;;;;;;;;;;;;;;;;;;;;;;;
87;high;reducing alcohol consumption;0;Therapist;So, thanks for coming in today. We're going to talk for a bit about the questionnaires you filled out, but before we dive into those, is there anything in particular you'd like to discuss or any specific concerns you have?;;;;;;;;;;;;;;;;;;;;;;;;
87;high;reducing alcohol consumption;1;Client;Um, yeah, I mean, when I was doing those questionnaires, it was weird because, I guess I don't really think about the drinking being this huge deal and I don't ever really think about how much I drink.;;;;;;;;;;;;;;;;;;;;;;;;
87;high;reducing alcohol consumption;2;Therapist;It sounds like completing the questionnaires brought to light some things you hadn't really considered before about your drinking.;;;;;;;;;;;;;;;;;;;;;;;;
87;high;reducing alcohol consumption;3;Client;Yeah, like, filling out how much I'm drinking every day, it was like, 'Wow,' you know, like, I just didn't ever really think about it like that I was-- like, if I try to actually count the drinks, it's kind of a lot.;;;;;;;;;;;;;;;;;;;;;;;;
87;high;reducing alcohol consumption;4;Therapist;So, actually tracking your drinks gave you a clearer picture of your consumption, and it was a bit of a surprise.;;;;;;;;;;;;;;;;;;;;;;;;
87;high;reducing alcohol consumption;5;Client;Well, yeah, 'cause, like, I also kind of thought that I drink about as much as my friends did and then, like, I went back and I was talking to my roommate about it and I was telling her that, you know, I was drinking, like, ten drinks on the weekends, including Thursday, so like, Thursday, Friday, Saturday, Sunday.;;;;;;;;;;;;;;;;;;;;;;;;
